1,15
2,18
3,21
4,41
5,39
6,27
7,13
8,38
9,8
10,19
11,14
12,22
13,24
14,72
15,25
16,11
17,12
18,5
19,10
20,43
21,27
22,28
23,18
24,6
25,74
26,52
27,32
28,11
29,18
30,5
31,13
32,33
33,37
34,38
35,12
36,20
37,19
38,10
39,29
40,13
41,40
42,40
43,43
44,22
45,14
46,39
47,24
48,28
49,11
50,40
51,8
52,15
53,27
54,11
55,43
56,32
57,5
58,5
59,25
60,9
61,10
62,24
63,15
64,36
65,13
66,27
67,21
68,6
69,51
70,17
71,10
72,21
73,26
74,58
75,18
76,16
77,7
78,13
79,21
80,21
81,27
82,20
83,32
84,15
85,29
86,11
87,51
88,30
89,36
90,6
91,45
92,51
93,44
94,16
95,59
96,14
97,20
98,93
99,9
100,55
101,19
102,20
103,45
104,20
105,31
106,11
107,31
108,31
109,50
110,21
111,42
112,16
113,7
114,40
115,14
116,61
117,14
118,22
119,31
120,14
121,12
122,23
123,17
124,17
125,41
126,19
127,55
128,68
129,24
130,10
131,18
132,17
133,85
134,27
135,58
136,9
137,14
138,26
139,61
140,6
141,49
142,17
143,14
144,16
145,10
146,75
147,11
148,44
149,8
150,11
151,19
152,26
153,19
154,47
155,8
156,33
157,20
158,28
159,79
160,10
161,89
162,42
163,33
164,14
165,21
166,25
167,30
168,7
169,8
170,22
171,34
172,40
173,9
174,95
175,26
176,55
177,13
178,15
179,44
180,33
181,24
182,47
183,42
184,31
185,23
186,48
187,48
188,29
189,14
190,9
191,33
192,10
193,17
194,29
195,10
196,28
197,24
198,35
199,48
200,8
201,19
202,35
203,3
204,25
205,24
206,11
207,13
208,2
209,54
210,19
211,13
212,17
213,18
214,6
215,17
216,18
217,15
218,10
219,16
220,21
221,35
222,24
223,11
224,19
225,35
226,48
227,9
228,21
229,81
230,14
231,22
232,15
233,48
234,46
235,26
236,40
237,23
238,16
239,28
240,43
241,38
242,12
243,26
244,42
245,17
246,23
247,41
248,12
249,17
250,22
251,42
252,16
253,9
254,56
255,15
256,38
257,6
258,20
259,23
260,15
261,46
262,31
263,22
264,11
265,10
266,42
267,25
268,36
269,33
270,10
271,10
272,32
273,19
274,23
275,13
276,46
277,39
278,12
279,21
280,7
281,21
282,19
283,12
284,12
285,24
286,37
287,21
288,15
289,8
290,4
291,4
292,7
293,10
294,11
295,8
296,18
297,13
298,6
299,23
300,12
301,21
302,26
303,18
304,25
305,35
306,26
307,13
308,17
309,15
310,8
311,28
312,8
313,31
314,11
315,39
316,19
317,15
318,16
319,44
320,32
321,21
322,24
323,34
324,8
325,34
326,19
327,41
328,38
329,19
330,54
331,8
332,16
333,12
334,17
335,42
336,10
337,17
338,3
339,3
340,61
341,30
342,56
343,10
344,18
345,6
346,28
347,83
348,12
349,14
350,44
351,49
352,30
353,16
354,33
355,46
356,25
357,20
358,49
359,27
360,10
361,31
362,23
363,51
364,21
365,9
366,24
367,32
368,15
369,11
370,18
371,45
372,33
373,7
374,35
375,12
376,16
377,33
378,24
379,39
380,22
381,25
382,41
383,16
384,22
385,16
386,35
387,16
388,20
389,39
390,36
391,10
392,9
393,15
394,8
395,26
396,27
397,44
398,35
399,55
400,6
401,35
402,38
403,37
404,19
405,19
406,119
407,31
408,33
409,39
410,41
411,30
412,33
413,9
414,42
415,28
416,26
417,44
418,34
419,18
420,21
421,52
422,11
423,23
424,46
425,10
426,28
427,35
428,61
429,34
430,10
431,29
432,14
433,14
434,79
435,23
436,34
437,31
438,38
439,15
440,16
441,13
442,15
443,6
444,40
445,41
446,14
447,25
448,17
449,11
450,16
451,11
452,8
453,30
454,22
455,15
456,28
457,49
458,12
459,7
460,34
461,24
462,21
463,27
464,15
465,11
466,43
467,68
468,34
469,69
470,48
471,83
472,16
473,17
474,43
475,42
476,11
477,58
478,49
479,34
480,18
481,14
482,45
483,48
484,27
485,35
486,44
487,101
488,29
489,29
490,23
491,38
492,18
493,46
494,27
495,82
496,18
497,32
498,9
499,38
500,27
501,19
502,56
503,30
504,26
505,29
506,37
507,40
508,37
509,23
510,42
511,36
512,38
513,33
514,23
515,15
516,35
517,61
518,43
519,13
520,66
521,14
522,10
523,8
524,21
525,44
526,33
527,16
528,29
529,14
530,14
531,16
532,31
533,7
534,8
535,51
536,19
537,24
538,10
539,30
540,28
541,26
542,53
543,32
544,18
545,21
546,41
547,40
548,33
549,10
550,33
551,3
552,75
553,33
554,8
555,52
556,64
557,29
558,19
559,16
560,11
561,81
562,11
563,32
564,28
565,40
566,47
567,36
568,16
569,17
570,38
571,33
572,52
573,19
574,38
575,35
576,23
577,15
578,67
579,36
580,18
581,18
582,22
583,59
584,36
585,16
586,18
587,83
588,17
589,21
590,30
591,12
592,13
593,51
594,15
595,13
596,13
597,30
598,22
599,80
600,24
601,16
602,9
603,20
604,30
605,36
606,14
607,41
608,9
609,40
610,47
611,76
612,39
613,22
614,16
615,21
616,20
617,33
618,25
619,20
620,24
621,18
622,37
623,30
624,37
625,33
626,36
627,11
628,75
629,13
630,34
631,23
632,6
633,30
634,50
635,22
636,49
637,27
638,14
639,82
640,36
641,28
642,14
643,39
644,26
645,16
646,50
647,32
648,53
649,19
650,22
651,63
652,78
653,24
654,36
655,8
656,18
657,21
658,18
659,25
660,27
661,41
662,58
663,26
664,34
665,15
666,39
667,42
668,70
669,88
670,18
671,25
672,41
673,50
674,37
675,15
676,22
677,28
678,54
679,23
680,33
681,37
682,65
683,45
684,30
685,34
686,13
687,62
688,22
689,8
690,25
691,30
692,38
693,30
694,24
695,2
696,18
697,29
698,18
699,12
700,34
701,12
702,8
703,20
704,54
705,39
706,14
707,51
708,39
709,51
710,42
711,13
712,20
713,47
714,56
715,16
716,13
717,62
718,21
719,78
720,34
721,44
722,58
723,19
724,25
725,28
726,59
727,67
728,9
729,101
730,42
731,22
732,20
733,52
734,9
735,24
736,76
737,27
738,39
739,27
740,14
741,13
742,18
743,27
744,12
745,16
746,11
747,41
748,19
749,25
750,35
751,9
752,32
753,60
754,19
755,17
756,38
757,27
758,31
759,28
