Test,Pri,tok,10,2,Tanh-1,1000,En,Tr,0.27182584082584,0.20684995950657,67.818181818182
Test,Sec,tok,10,2,Tanh-1,1000,En,Tr,0.26535980927285,0.20628544010334,74
Test,Pri,tok,10,2,Tanh-1,1000,Tr,En,0.31034482758621,0.31138173250423,66.727272727273
Test,Sec,tok,10,2,Tanh-1,1000,Tr,En,0.030769230769231,-0.02248281175322,87.818181818182
Test,Pri,morph,10,2,Tanh-1,1000,En,Tr,0.29705115822934,0.29353878906828,58.363636363636
Test,Sec,morph,10,2,Tanh-1,1000,En,Tr,0.16826962789792,0.030472128158056,12
Test,Pri,morph,10,2,Tanh-1,1000,Tr,En,0.31791841885979,0.31042374989775,59.636363636364
Test,Sec,morph,10,2,Tanh-1,1000,Tr,En,0.23,0.28143678982441,63.090909090909
Test,Pri,tok,10,5,Tanh-1,1000,En,Tr,0.21205822771999,0.10856164476743,64.363636363636
Test,Sec,tok,10,5,Tanh-1,1000,En,Tr,0.19298107121637,0.085225668265017,74.363636363636
Test,Pri,tok,10,5,Tanh-1,1000,Tr,En,0.33165455234421,0.31647744070906,68.909090909091
Test,Sec,tok,10,5,Tanh-1,1000,Tr,En,0.22525252525253,0.1359017008886,81.454545454545
Test,Pri,morph,10,5,Tanh-1,1000,En,Tr,0.3394010809452,0.32147166615864,67.636363636364
Test,Sec,morph,10,5,Tanh-1,1000,En,Tr,0.16867380315195,0.024808804569605,10.363636363636
Test,Pri,morph,10,5,Tanh-1,1000,Tr,En,0.33693361725203,0.31363395796223,69.272727272727
Test,Sec,morph,10,5,Tanh-1,1000,Tr,En,0.26666666666667,0.34426518632955,74.181818181818
Test,Pri,tok,10,7,Tanh-1,1000,En,Tr,0.241389771196,0.14654027767259,64.363636363636
Test,Sec,tok,10,7,Tanh-1,1000,En,Tr,0.18251031991744,0.071434408024249,75.454545454545
Test,Pri,tok,10,7,Tanh-1,1000,Tr,En,0.26474787498026,0.20889409712017,67.272727272727
Test,Sec,tok,10,7,Tanh-1,1000,Tr,En,0.13503310415075,0.046849909038997,80
Test,Pri,morph,10,7,Tanh-1,1000,En,Tr,0.35727077646582,0.33539322917945,72
Test,Sec,morph,10,7,Tanh-1,1000,En,Tr,0.17644444182557,0.078735796492688,15.090909090909
Test,Pri,morph,10,7,Tanh-1,1000,Tr,En,0.28275617681821,0.25530457647581,61.636363636364
Test,Sec,morph,10,7,Tanh-1,1000,Tr,En,0.2952380952381,0.37190846658708,83.272727272727
Test,Pri,tok,10,10,Tanh-1,1000,En,Tr,0.22187338998984,0.11960457759015,66.545454545455
Test,Sec,tok,10,10,Tanh-1,1000,En,Tr,0.17837254532907,0.05890199799436,68.363636363636
Test,Pri,tok,10,10,Tanh-1,1000,Tr,En,0.23415232505435,0.16466213901363,67.272727272727
Test,Sec,tok,10,10,Tanh-1,1000,Tr,En,0.068377896613191,-0.015418810256727,83.272727272727
Test,Pri,morph,10,10,Tanh-1,1000,En,Tr,0.3785347985348,0.34774263007066,77.454545454545
Test,Sec,morph,10,10,Tanh-1,1000,En,Tr,0.16893629456458,0.031962840143056,10.545454545455
Test,Pri,morph,10,10,Tanh-1,1000,Tr,En,0.30115422503193,0.249770316402,70.545454545455
Test,Sec,morph,10,10,Tanh-1,1000,Tr,En,0.22857142857143,0.28584217000469,64.727272727273
Test,Pri,tok,10,10,Add,1000,En,Tr,0.23487075509864,0.15364363517032,60.727272727273
Test,Sec,tok,10,10,Add,1000,En,Tr,0.20731654534724,0.16160902794479,58.181818181818
Test,Pri,tok,10,10,Add,1000,Tr,En,0.30202775842375,0.3046058940688,61.818181818182
Test,Sec,tok,10,10,Add,1000,Tr,En,0.2327417027417,0.16367990422755,75.090909090909
Test,Pri,morph,10,10,Add,1000,En,Tr,0.30639291162689,0.28274785066389,63.818181818182
Test,Sec,morph,10,10,Add,1000,En,Tr,0.16630259166326,0.025453475440507,17.272727272727
Test,Pri,morph,10,10,Add,1000,Tr,En,0.34527625152625,0.34254242328463,67.818181818182
Test,Sec,morph,10,10,Add,1000,Tr,En,0.28190476190476,0.33811292260292,79.636363636364
