Test,Pri,Lstm,tok,5,1000,En,Tr,0.38554994570249,0.32200572431795,76.218181818182
Test,Sec,Lstm,tok,5,1000,En,Tr,0.32185938629727,0.24961333044891,77.381818181818
Test,Pri,Lstm,tok,5,1000,Tr,En,0.34046465895747,0.27146608139896,76.266666666667
Test,Sec,Lstm,tok,5,1000,Tr,En,0.30805425142716,0.22927976651563,71.345454545455
Test,Pri,Lstm,tok,5,1000,En,De,0.38912663382729,0.32333558199132,76.4
Test,Sec,Lstm,tok,5,1000,En,De,0.19060373339782,0.11203107230959,68.348717948718
Test,Pri,Lstm,tok,5,1000,En,Fr,0.37989255578103,0.3166920653185,75.781818181818
Test,Sec,Lstm,tok,5,1000,En,Fr,0.34341760323951,0.26132968153609,72.802721088435
Test,Pri,Lstm,tok,5,1000,De,Tr,0.27873420070093,0.20272457641643,72.574358974359
Test,Sec,Lstm,tok,5,1000,De,Tr,0.2365309755531,0.13789874380615,68.012121212121
Test,Pri,Lstm,tok,5,1000,Tr,De,0.36154077488709,0.28955763279282,77.406060606061
Test,Sec,Lstm,tok,5,1000,Tr,De,0.18233376622231,0.086548955579691,61.85641025641
Test,Pri,Lstm,tok,5,1000,De,Fr,0.28143060290791,0.21164960756535,71.302564102564
Test,Sec,Lstm,tok,5,1000,De,Fr,0.3114770451702,0.22085777788283,65.931972789116
Test,Pri,Lstm,tok,5,1000,Fr,De,0.39120653305818,0.31261945379516,76.816326530612
Test,Sec,Lstm,tok,5,1000,Fr,De,0.15712598589099,0.073728834953426,55.374358974359
Test,Pri,Lstm,tok,5,1000,Fr,Tr,0.39555692574833,0.31942957310053,76.068027210884
Test,Sec,Lstm,tok,5,1000,Fr,Tr,0.25461016802121,0.15304509714816,70.933333333333
Test,Pri,BiLstm,tok,5,1000,En,Tr,0.15163124133076,-nan,34.327272727273
Test,Sec,BiLstm,tok,5,1000,En,Tr,0.15168347593619,-nan,34.327272727273
Test,Pri,BiLstm,tok,5,1000,De,En,0.13879960254558,-nan,33.702564102564
Test,Sec,BiLstm,tok,5,1000,De,En,0.13443841978805,-nan,33.624242424242
Test,Pri,BiLstm,tok,5,1000,En,Fr,0.12880324703818,-nan,29.090909090909
Test,Sec,BiLstm,tok,5,1000,En,Fr,0.12920287343152,-nan,29.714285714286
Test,Pri,BiLstm,tok,5,1000,De,Tr,0.13118685962284,-nan,35.6
Test,Sec,BiLstm,tok,5,1000,De,Tr,0.12265234010782,-nan,35.563636363636
Test,Pri,BiLstm,tok,5,1000,De,Fr,0.12314916011822,-nan,32.94358974359
Test,Sec,BiLstm,tok,5,1000,De,Fr,0.13708063482309,-nan,35.401360544218
Test,Pri,BiLstm,tok,5,1000,Fr,De,0.1745780316894,-nan,33.210884353741
Test,Sec,BiLstm,tok,5,1000,Fr,De,0.17600049822097,-nan,33.107692307692
Test,Pri,BiLstm,tok,5,1000,Fr,Tr,0.15762398676354,-nan,40.136054421769
Test,Sec,BiLstm,tok,5,1000,Fr,Tr,0.16078956964129,-nan,38.49696969697
Test,Pri,Lstm,morph,5,1000,En,Tr,0.37466442861273,0.31367725301975,77.878787878788
Test,Sec,Lstm,morph,5,1000,En,Tr,0.32770544566543,0.26086437097051,75.927272727273
Test,Pri,Lstm,morph,5,1000,Tr,En,0.35496976903633,0.29594108112611,77.454545454545
Test,Sec,Lstm,morph,5,1000,Tr,En,0.3453717674057,0.27765028563469,78.327272727273
Test,Pri,Lstm,morph,5,1000,En,De,0.37804778083594,0.3177712151521,78.872727272727
